ind,attr,val,expectation
2922,9,6022392000,0.781
2410,11,Government - State,0.781
7103,2,50038,0.779
8869,4,155 GLASSON WAY,0.778
8871,12,Yes,0.777
2448,16,100%,0.776
133,16,33%,0.775
1711,5,BIRMINGHAM,0.773
31,4,4370 WEST MAIN STREET,0.773
399,10,Acute Care Hospitals,0.773
7607,17,175 patients,0.773
3776,5,SAN CARLOS,0.773
5405,5,WEST MEMPHIS,0.773
9056,7,92804,0.773
327,8,CALHOUN,0.772
3036,18,AZ_PN-2,0.772
5981,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.772
3428,10,Acute Care Hospitals,0.772
1371,4,1613 NORTH MCKENZIE STREET,0.772
3294,10,Acute Care Hospitals,0.771
8532,10,Acute Care Hospitals,0.771
4478,6,AZ,0.771
5467,6,AR,0.771
4384,16,100%,0.771
8869,3,SIERRA NEVADA MEMORIAL HOSPITAL,0.77
9099,8,SONOMA,0.77
5335,6,AR,0.77
7470,6,CA,0.77
3040,12,Yes,0.77
1971,2,10128,0.77
9227,17,2 patients,0.769
3294,9,6023445011,0.769
1998,11,Voluntary non-profit - Private,0.769
3023,4,7400 EAST OSBORN ROAD,0.769
7852,4,1600 N ROSE AVE,0.769
7777,12,Yes,0.768
2189,16,99%,0.768
2204,8,CONECUH,0.768
3683,3,HAVASU REGIONAL MEDICAL CENTER,0.768
6921,6,CA,0.768
9547,10,Acute Care Hospitals,0.768
5218,3,NW ARKANSAS HOSPITALS; LLC,0.768
1922,16,100%,0.768
7948,9,3235831931,0.768
7751,16,100%,0.767
1936,2,10126,0.767
516,8,CHEROKEE,0.767
6996,5,LA MESA,0.767
182,17,115 patients,0.767
7165,5,RED BLUFF,0.767
8274,6,CA,0.767
9072,13,Surgical Infection Prevention,0.767
7644,6,CA,0.767
185,5,GUNTERSVILLE,0.767
2011,3,ST VINCENT-S ST CLAIR,0.767
2409,4,4401 RIVER CHASE DRIVE,0.767
5455,16,91%,0.767
4816,10,Critical Access Hospitals,0.766
4567,16,87%,0.766
9440,7,90650,0.766
1673,17,177 patients,0.766
4770,12,No,0.766
3660,10,Acute Care Hospitals,0.766
8171,10,Acute Care Hospitals,0.766
8287,3,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,0.766
2278,17,0 patients,0.766
31,9,3347938701,0.765
9664,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,0.765
3804,8,MARICOPA,0.765
150,12,Yes,0.765
3428,12,No,0.765
4139,5,MESA,0.765
9750,9,8314627700,0.765
7432,3,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,0.765
5483,6,AR,0.765
2742,13,Heart Attack,0.765
3552,9,9285374375,0.765
7004,12,Yes,0.765
5483,10,Acute Care Hospitals,0.765
5196,16,95%,0.765
1601,5,FAIRHOPE,0.765
1922,13,Surgical Infection Prevention,0.765
7790,16,97%,0.765
4008,18,AZ_SCIP-CARD-2,0.765
7793,7,92103,0.764
5504,5,FORT SMITH,0.764
3300,3,MARICOPA MEDICAL CENTER,0.764
7488,11,Voluntary non-profit - Church,0.764
8862,7,95945,0.764
9350,4,1600 W AVE J,0.764
4102,16,94%,0.764
7470,13,Surgical Infection Prevention,0.764
1017,5,EUTAW,0.764
2973,11,Voluntary non-profit - Other,0.764
5521,17,131 patients,0.764
5406,10,Acute Care Hospitals,0.764
664,5,WEDOWEE,0.764
5145,11,Proprietary,0.764
8830,11,Voluntary non-profit - Other,0.764
5021,2,40011,0.764
2861,16,91%,0.764
9056,4,3033 W ORANGE AVENUE,0.764
8559,17,275 patients,0.764
8963,10,Acute Care Hospitals,0.763
5278,16,91%,0.763
6654,7,72454,0.763
