ind,attr,val,expectation
8893,10,Acute Care Hospitals,0.783
6070,8,PULASKI,0.782
9610,11,Voluntary non-profit - Other,0.78
7863,5,OXNARD,0.777
2949,4,5301 EAST GRANT ROAD,0.777
2459,11,Government Federal,0.776
4587,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,0.776
5405,13,Surgical Infection Prevention,0.776
4266,13,Surgical Infection Prevention,0.776
1545,3,ELMORE COMMUNITY HOSPITAL,0.775
9195,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0.775
5744,8,PIKE,0.775
1107,11,Voluntary non-profit - Other,0.775
4616,10,Critical Access Hospitals,0.775
3950,3,BANNER THUNDERBIRD MEDICAL CENTER,0.774
1570,8,ESCAMBIA,0.774
6408,13,Pneumonia,0.774
1844,4,995 9TH AVENUE SOUTHWEST,0.774
5169,9,8702610000,0.773
8830,17,2 patients,0.773
1544,5,GREENSBORO,0.773
7247,9,8056402280,0.773
4198,5,GOODYEAR,0.772
5894,9,5012571000,0.772
5330,12,Yes,0.772
8168,4,3630 EAST IMPERIAL HIGHWAY,0.772
3644,17,1 patients,0.771
8496,7,95116,0.771
4718,6,AZ,0.771
8698,11,Voluntary non-profit - Other,0.771
9350,8,LOS ANGELES,0.771
3096,10,Acute Care Hospitals,0.771
5308,7,72117,0.77
2335,10,Acute Care Hospitals,0.77
5583,17,9 patients,0.769
3839,8,MARICOPA,0.769
5617,10,Acute Care Hospitals,0.769
979,10,Acute Care Hospitals,0.769
6444,11,Voluntary non-profit - Private,0.768
5406,4,2215 WILDWOOD AVENUE,0.768
8378,10,Acute Care Hospitals,0.768
6393,12,Yes,0.768
9727,9,8184098202,0.768
1844,3,MEDICAL WEST; AN AFFILIATE OF UAB HEALTH SYSTEM,0.768
6610,3,CHICOT MEMORIAL HOSPITAL,0.768
2269,17,255 patients,0.767
8892,6,CA,0.767
303,10,Acute Care Hospitals,0.767
4866,6,AZ,0.767
5277,5,MOUNTAIN HOME,0.767
6761,17,45 patients,0.767
1971,11,Proprietary,0.767
5277,8,BAXTER,0.767
7104,11,Government - Local,0.766
3040,11,Proprietary,0.766
2877,12,Yes,0.766
8462,9,8187907100,0.766
8513,11,Voluntary non-profit - Other,0.766
9887,4,420 34TH ST BOX 1888,0.766
4551,11,Government Federal,0.766
61,16,81%,0.766
2252,4,1720 UNIVERSITY BLVD,0.766
8701,16,97%,0.765
4675,8,COCHISE,0.765
5554,4,101 HOSPITAL DRIVE,0.765
4659,17,1 patients,0.765
5604,5,PINE BLUFF,0.765
9190,8,LOS ANGELES,0.765
4784,10,Critical Access Hospitals,0.765
2251,16,100%,0.765
6876,5,SACRAMENTO,0.765
7602,17,0 patients,0.765
317,18,AL_AMI-4,0.765
5266,16,85%,0.765
6996,13,Pneumonia,0.765
7644,3,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,0.765
2594,2,20001,0.765
4975,17,147 patients,0.765
3247,6,AZ,0.764
5727,5,NEWPORT,0.764
9378,11,Voluntary non-profit - Private,0.764
6770,3,DAVIES MEDICAL CENTER,0.764
3453,17,185 patients,0.764
9920,11,Government Federal,0.764
4129,13,Heart Failure,0.764
9610,8,LOS ANGELES,0.764
5185,9,8709724100,0.764
9099,14,SCIP-VTE-2,0.764
3453,16,100%,0.764
4825,13,Surgical Infection Prevention,0.764
5981,11,Voluntary non-profit - Private,0.764
9378,9,6263350231,0.764
7103,13,Surgical Infection Prevention,0.764
8835,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling,0.764
9589,4,12601 GARDEN GROVE BLVD,0.764
1711,16,81%,0.763
5015,18,AR_PN-2,0.763
9574,6,CA,0.763
4129,10,Acute Care Hospitals,0.763
8215,13,Heart Failure,0.763
7973,3,SAINT AGNES MEDICAL CENTER,0.763
2725,10,Acute Care Hospitals,0.763
4258,4,475 SOUTH DOBSON ROAD,0.763
8219,12,Yes,0.763
40,13,Surgical Infection Prevention,0.763
7126,11,Voluntary non-profit - Private,0.763
5123,11,Voluntary non-profit - Private,0.763
9198,3,ST MARY MEDICAL CENTER,0.763
5311,5,NORTH LITTLE ROCK,0.763
9806,8,SAN BERNARDINO,0.763
4135,3,BANNER HEART HOSPITAL,0.763
5887,4,TWO ST VINCENT CIRCLE,0.763
182,8,MARSHALL,0.763
7858,4,1600 N ROSE AVE,0.763
5466,5,MONTICELLO,0.763
8014,18,CA_SCIP-CARD-2,0.763
8319,8,SAN MATEO,0.763
8684,5,PETALUMA,0.762
6697,5,EUREKA,0.762
7265,12,Yes,0.762
7969,12,Yes,0.762
126,4,101 HOSPITAL CIRCLE,0.762
9117,18,CA_SCIP-CARD-2,0.762
9028,2,10007,0.762
4377,8,MARICOPA,0.762
3619,3,LA PAZ REGIONAL HOSPITAL,0.762
419,16,100%,0.762
7470,12,Yes,0.762
2457,10,Acute Care - VA Medical Center,0.762
6654,17,5 patients,0.762
5127,5,HARRISON,0.762
3139,4,200 WEST ARBOR DRIVE,0.762
9547,5,ANAHEIM,0.762
6641,10,Critical Access Hospitals,0.762
7579,13,Heart Failure,0.762
9626,6,CA,0.762
9916,17,54 patients,0.762
8665,3,RIDEOUT MEMORIAL HOSPITAL,0.762
7854,9,8059885200,0.762
3919,9,4803212000,0.761
4558,12,No,0.761
2527,5,CHATOM,0.761
2361,9,5263321611,0.761
1956,10,Acute Care Hospitals,0.761
3522,13,Pneumonia,0.761
646,3,WEDOWEE HOSPITAL,0.761
4198,7,85338,0.761
6374,10,Critical Access Hospitals,0.761
5946,13,Pneumonia,0.761
7175,6,CA,0.761
6762,4,CASTRO  DUBOCE STS,0.761
419,11,Voluntary non-profit - Other,0.761
2410,11,Government - State,0.761
8735,8,LOS ANGELES,0.761
1725,10,Acute Care Hospitals,0.761
6407,8,DALLAS,0.761
9216,13,Pneumonia,0.761
8735,9,3237834011,0.761
1163,4,380 WOODS COVE ROAD,0.761
661,3,WEDOWEE HOSPITAL,0.761
1182,10,Acute Care Hospitals,0.761
8630,17,0 patients,0.761
