ind,attr,val,expectation
9350,16,97%,0.781
831,10,Acute Care Hospitals,0.78
7104,8,SANTA CLARA,0.778
5583,9,8708387300,0.778
9916,4,2823 FRESNO STREET,0.777
7607,9,5107521000,0.777
3494,9,9287572101,0.776
6921,12,No,0.776
1711,9,2055921000,0.776
9329,9,6503675551,0.774
662,10,Acute Care Hospitals,0.774
3355,4,5102 WEST CAMPBELL AVENUE,0.774
4250,3,ARIZONA ORTHOPEDIC SURGICAL HOSPITAL,0.774
31,9,3347938701,0.773
3028,12,Yes,0.773
5812,17,21 patients,0.773
5218,17,223 patients,0.773
5160,17,0 patients,0.773
4258,8,MARICOPA,0.772
8532,16,83%,0.772
367,17,59 patients,0.771
9656,10,Acute Care Hospitals,0.771
5046,17,78 patients,0.771
9502,3,FEATHER RIVER HOSPITAL,0.771
3936,5,MESA,0.771
9292,10,Acute Care Hospitals,0.771
3048,13,Surgical Infection Prevention,0.771
6641,8,CARROLL,0.771
3950,10,Acute Care Hospitals,0.77
1396,10,Acute Care Hospitals,0.77
7555,5,WALNUT CREEK,0.77
5185,3,ST BERNARDS MEDICAL CTR,0.77
8676,17,36 patients,0.77
1280,12,No,0.77
3683,5,LAKE HAVASU CITY,0.77
5065,13,Pneumonia,0.77
2459,11,Government Federal,0.77
9115,2,50179,0.769
3117,10,Critical Access Hospitals,0.769
3112,11,Government - Local,0.769
9227,12,Yes,0.769
4191,10,Acute Care Hospitals,0.769
9050,7,92804,0.769
4411,16,94%,0.769
8821,8,MONTEREY,0.769
2542,10,Critical Access Hospitals,0.769
5395,4,2215 WILDWOOD AVENUE,0.768
3552,2,30062,0.768
4558,8,YAVAPAI,0.768
7336,6,CA,0.768
2448,2,10169,0.768
8068,17,234 patients,0.768
9546,4,3033 W ORANGE AVENUE,0.768
5673,11,Voluntary non-profit - Private,0.768
5278,8,BAXTER,0.768
4697,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.768
9399,9,6263352031,0.768
7552,6,CA,0.768
7555,10,Acute Care Hospitals,0.768
4924,10,Acute Care Hospitals,0.768
4603,6,AZ,0.767
6538,9,5109772300,0.767
9198,16,97%,0.767
1266,3,MEDICAL CENTER BARBOUR,0.767
9099,18,CA_SCIP-VTE-2,0.767
9916,12,No,0.767
6392,11,Voluntary non-profit - Church,0.767
3428,3,ST LUKES MEDICAL CENTER,0.767
4981,11,Voluntary non-profit - Church,0.767
6549,5,DUMAS,0.767
7548,9,9252954000,0.767
8665,10,Acute Care Hospitals,0.767
8640,5,SAN GABRIEL,0.766
3444,13,Pneumonia,0.766
2796,12,Yes,0.766
4340,12,Yes,0.766
6075,5,NO LITTLE ROCK,0.766
1175,17,96 patients,0.766
7702,8,SACRAMENTO,0.766
3111,10,Critical Access Hospitals,0.766
8893,3,SAINT FRANCIS MEMORIAL HOSPITAL,0.766
8551,11,Voluntary non-profit - Other,0.766
9198,2,50191,0.766
3580,5,TUCSON,0.766
1862,17,128 patients,0.766
5849,3,MEDICAL PARK HOSPITAL,0.765
6796,10,Acute Care Hospitals,0.765
4768,8,NAVAJO,0.765
3913,10,Acute Care Hospitals,0.765
492,3,CHEROKEE MEDICAL CENTER,0.765
8640,11,Voluntary non-profit - Other,0.765
7607,13,Pneumonia,0.765
4229,16,90%,0.765
3582,5,TUCSON,0.765
2167,5,NORTHPORT,0.765
1974,8,CLARKE,0.765
6790,8,NAPA,0.765
4035,11,Proprietary,0.765
8555,3,WOODLAND MEMORIAL HOSPITAL,0.765
781,8,MADISON,0.765
7496,16,100%,0.765
1227,4,3316 HIGHWAY 280,0.764
9399,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.764
6316,11,Voluntary non-profit - Private,0.764
5053,7,72143,0.764
6706,16,100%,0.764
3303,10,Acute Care Hospitals,0.764
40,8,HOUSTON,0.764
664,7,36278,0.764
6036,13,Surgical Infection Prevention,0.764
3160,15,Heart Failure Patients Given Discharge Instructions,0.764
5021,3,JOHN ED CHAMBERS MEM HOSP; INC,0.764
185,11,Government - Hospital District or Authority,0.764
4866,18,AZ_PN-6,0.764
288,17,368 patients,0.764
3232,10,Acute Care Hospitals,0.764
5933,2,40114,0.764
7488,9,7416339111,0.764
8871,11,Voluntary non-profit - Other,0.764
2394,4,810 ST VINCENTS DRIVE,0.764
7040,4,2767 OLIVE HIGHWAY,0.763
9619,3,POMONA VALLEY HOSPITAL MEDICAL CENTER,0.763
5706,3,NATIONAL PARK MEDICAL CENTER,0.763
7079,4,420 34TH ST BOX 1888,0.763
6408,16,95%,0.763
1573,16,100%,0.763
1280,9,3348687271,0.763
8110,9,9516882211,0.763
668,8,JEFFERSON,0.763
5706,13,Surgical Infection Prevention,0.763
4265,8,MARICOPA,0.763
6316,16,100%,0.763
4743,3,SAGE MEMORIAL HOSPITAL,0.763
9031,6,CA,0.763
2788,18,AK_SCIP-INF-6,0.763
2084,11,Voluntary non-profit - Other,0.763
6019,3,ARKANSAS HEART HOSPITAL,0.762
4229,2,30111,0.762
823,7,35903,0.762
901,8,FAYETTE,0.762
2189,11,Proprietary,0.762
6919,13,Surgical Infection Prevention,0.762
2732,16,100%,0.762
8856,6,CA,0.762
8806,9,8316245311,0.762
8686,13,Pneumonia,0.762
2742,11,Government - Federal,0.762
9913,8,FRESNO,0.762
5330,4,3333 SPRINGHILL DRIVE,0.762
2458,4,215 PERRY HILL ROAD,0.762
9894,8,KERN,0.762
6249,4,2215 WILDWOOD AVENUE,0.762
5940,9,8709727000,0.762
8254,3,LOMPOC VALLEY MEDICAL CENTER,0.762
3657,15,Pneumonia Patients Assessed and Given Influenza Vaccination,0.762
4133,4,6644 EAST BAYWOOD AVENUE,0.762
6059,10,Acute Care Hospitals,0.762
8676,5,PETALUMA,0.762
9386,16,18%,0.762
8496,17,169 patients,0.762
7040,17,171 patients,0.762
3619,11,Voluntary non-profit - Other,0.762
9968,4,757 WESTWOOD PLAZA,0.762
2247,17,248 patients,0.761
3824,4,5102 WEST CAMPBELL AVENUE,0.761
9154,8,MONTEREY,0.761
954,9,3343762025,0.761
2989,16,96%,0.761
2779,12,No,0.761
3139,3,UNIV OF CALIFORNIA SAN DIEGO MED CTR,0.761
5154,16,83%,0.761
4100,3,ARIZONA HEART HOSPITAL,0.761
492,17,0 patients,0.761
8665,5,MARYSVILLE,0.761
9099,4,1165 MONTGOMERY DR,0.761
1434,4,3400 HIGHWAY 78 EAST,0.761
8378,12,Yes,0.761
436,3,ALASKA REGIONAL HOSPITAL,0.761
3573,8,PIMA,0.761
5197,10,Acute Care Hospitals,0.761
8914,18,CA_PN-5C,0.761
3512,11,Voluntary non-profit - Other,0.761
7615,2,10001,0.761
844,4,1010 LAY DAM ROAD,0.761
1152,5,MOULTON,0.761
4135,4,6644 EAST BAYWOOD AVENUE,0.761
5671,17,113 patients,0.761
3663,10,Acute Care Hospitals,0.761
5756,8,PIKE,0.761
3139,17,318 patients,0.761
2567,12,Yes,0.76
6485,4,3050 TWIN RIVERS DRIVE,0.76
8087,5,VALLEJO,0.76
1725,5,CARROLLTON,0.76
5712,5,NEWPORT,0.76
7004,17,134 patients,0.76
3428,9,6022518156,0.76
3683,11,Proprietary,0.76
6996,3,GROSSMONT HOSPITAL,0.76
7479,7,92868,0.76
6654,12,Yes,0.76
2075,3,HILL HOSPITAL OF SUMTER COUNTY,0.76
7501,3,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,0.76
4538,10,Acute Care - VA Medical Center,0.76
6746,12,Yes,0.76
5335,12,Yes,0.76
8393,13,Pneumonia,0.76
7007,12,Yes,0.76
2862,12,Yes,0.76
9563,3,SAN FRANCISCO GENERAL HOSPITAL,0.76
1821,17,159 patients,0.76
3525,4,10401 WEST THUNDERBIRD BOULEVARD,0.76
1936,2,10126,0.76
6790,6,CA,0.76
9969,7,90095,0.76
8432,10,Acute Care Hospitals,0.76
8806,7,93940,0.76
3919,10,Acute Care Hospitals,0.76
