ind,attr,val,expectation
414,11,Acute Care Hospitals,0.671
629,13,Yes,0.669
711,2,COMMUNITY HOSPITAL INC,0.664
457,12,Government - Hospital District or Authority,0.66
82,1,10006,0.656
856,10,2059216200,0.655
244,2,DEKALB REGIONAL MEDICAL CENTER,0.652
753,9,COVINGTON,0.651
132,2,CRENSHAW COMMUNITY HOSPITAL,0.651
706,11,Acute Care Hospitals,0.651
102,10,3344933541,0.651
40,11,Acute Care Hospitals,0.651
507,14,Surgical Infection Prevention,0.65
458,9,JEFFERSON,0.649
325,9,CALHOUN,0.649
17,11,Acute Care Hospitals,0.649
556,14,Surgical Infection Prevention,0.646
200,14,Surgical Infection Prevention,0.646
466,9,JEFFERSON,0.645
322,10,2562358900,0.645
528,9,MONTGOMERY,0.645
563,10,3342938000,0.645
390,13,Yes,0.644
257,14,Heart Attack,0.644
573,10,3347561400,0.642
654,13,No,0.642
387,7,AL,0.641
847,12,Voluntary non-profit - Private,0.641
693,9,ELMORE,0.641
646,1,10032,0.64
164,17,100%,0.64
860,1,10044,0.64
114,12,Voluntary non-profit - Private,0.64
667,10,2059344011,0.64
239,12,Voluntary non-profit - Church,0.64
514,9,CHEROKEE,0.639
988,2,ST VINCENTS BLOUNT,0.639
238,17,100%,0.639
120,7,AL,0.639
46,1,10005,0.639
869,12,Voluntary non-profit - Private,0.638
673,9,JEFFERSON,0.638
920,13,Yes,0.638
765,7,AL,0.638
214,1,10011,0.638
781,1,10039,0.638
904,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.638
591,9,CHAMBERS,0.637
537,13,Yes,0.637
533,11,Acute Care Hospitals,0.637
239,17,100%,0.636
756,1,10036,0.636
214,11,Acute Care Hospitals,0.636
560,7,AL,0.635
903,11,Acute Care Hospitals,0.635
367,14,Surgical Infection Prevention,0.635
37,10,3347938701,0.634
730,11,Acute Care Hospitals,0.634
731,9,CULLMAN,0.634
780,11,Acute Care Hospitals,0.634
163,12,Proprietary,0.633
918,9,ETOWAH,0.633
493,13,Yes,0.633
594,10,3348972257,0.633
313,9,CALHOUN,0.633
790,1,10039,0.632
158,13,Yes,0.632
385,10,2514717110,0.632
253,17,Empty,0.632
515,17,Empty,0.632
239,9,DE KALB,0.631
183,7,AL,0.631
589,11,Acute Care Hospitals,0.631
505,7,AL,0.631
778,2,HUNTSVILLE HOSPITAL,0.631
281,11,Acute Care Hospitals,0.631
522,13,Yes,0.631
917,10,2565435200,0.631
343,10,3347935000,0.631
172,2,MARSHALL MEDICAL CENTER NORTH,0.631
218,10,2058383122,0.631
690,9,JEFFERSON,0.631
22,14,Surgical Infection Prevention,0.631
200,11,Acute Care Hospitals,0.63
541,9,MONTGOMERY,0.63
386,2,UNIV OF SOUTH ALABAMA MEDICAL CENTER,0.63
533,2,BAPTIST MEDICAL CENTER SOUTH,0.63
785,12,Government - Hospital District or Authority,0.63
66,10,2565938310,0.629
867,13,Yes,0.629
319,13,Yes,0.629
219,12,Voluntary non-profit - Private,0.629
370,14,Surgical Infection Prevention,0.629
603,9,COFFEE,0.628
799,9,MADISON,0.628
229,10,2568453150,0.628
254,1,10015,0.628
655,2,WEDOWEE HOSPITAL,0.628
494,11,Acute Care Hospitals,0.628
99,7,AL,0.628
401,14,Pneumonia,0.628
314,12,Proprietary,0.627
25,13,Yes,0.627
565,13,Yes,0.627
382,10,2514717110,0.627
944,9,BUTLER,0.627
798,13,Yes,0.627
825,10,2564944000,0.627
414,18,125 patients,0.626
491,11,Acute Care Hospitals,0.626
561,2,JACKSON HOSPITAL & CLINIC INC,0.626
160,12,Proprietary,0.626
51,7,AL,0.626
927,11,Acute Care Hospitals,0.626
810,13,Yes,0.625
337,17,100%,0.625
165,12,Proprietary,0.625
884,10,2059325966,0.625
43,12,Government - Hospital District or Authority,0.625
873,12,Voluntary non-profit - Private,0.625
503,9,CHEROKEE,0.624
878,11,Acute Care Hospitals,0.624
815,11,Acute Care Hospitals,0.624
896,9,FAYETTE,0.624
764,10,3342228466,0.624
267,11,Acute Care Hospitals,0.624
680,14,Surgical Infection Prevention,0.624
512,11,Acute Care Hospitals,0.624
166,7,AL,0.623
68,9,MARSHALL,0.623
579,9,CHAMBERS,0.623
419,13,No,0.623
28,12,Government - Hospital District or Authority,0.623
217,9,JEFFERSON,0.622
507,17,Empty,0.622
23,12,Government - Hospital District or Authority,0.622
262,10,3346366221,0.622
705,1,10034,0.622
786,9,MADISON,0.621
890,13,Yes,0.621
468,14,Surgical Infection Prevention,0.621
245,1,10015,0.621
922,13,Yes,0.621
457,9,JEFFERSON,0.621
675,13,Yes,0.621
14,1,10019,0.621
922,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.62
588,13,Yes,0.62
