ind,attr,val,expectation
338,2,FLOWERS HOSPITAL,0.627
25,10,3347938701,0.619
61,10,2565938310,0.611
229,10,2568453150,0.619
956,1,10049,0.622
591,6,VALLEY,0
80,6,FLORENCE,0
725,1,10035,0.637
873,12,Voluntary non-profit - Private,0.623
40,11,Acute Care Hospitals,0.607
702,7,AL,0.63
884,10,2059325966,0.636
409,1,10108,0.608
421,8,35150,0
390,13,Yes,0.642
640,1,10029,0.648
751,8,36420,0
25,13,Yes,0.629
562,10,3342938000,0.649
457,9,JEFFERSON,0.65
815,11,Acute Care Hospitals,0.648
545,8,36106,0
573,12,Voluntary non-profit - Other,0.638
274,1,10016,0.594
71,8,35631,0
347,9,HOUSTON,0.633
533,11,Acute Care Hospitals,0.611
794,1,10039,0.624
84,7,AL,0.612
522,13,Yes,0.626
197,8,35235,0
594,10,3348972257,0.646
785,12,Government - Hospital District or Authority,0.596
11,6,SHEFFIELD,0
986,6,ONEONTA,0
977,11,Acute Care Hospitals,0.621
944,9,BUTLER,0.639
386,2,UNIV OF SOUTH ALABAMA MEDICAL CENTER,0.61
756,1,10036,0.627
517,10,3342882100,0.638
279,7,AL,0.644
382,10,2514717110,0.632
969,6,ENTERPRISE,0
810,13,Yes,0.642
579,9,CHAMBERS,0.617
368,6,WINFIELD,0
172,2,MARSHALL MEDICAL CENTER NORTH,0.612
825,10,2564944000,0.606
315,1,10038,0.626
491,11,Acute Care Hospitals,0.63
385,2,UNIV OF SOUTH ALABAMA MEDICAL CENTER,0.63
673,9,JEFFERSON,0.619
780,11,Acute Care Hospitals,0.652
208,6,BIRMINGHAM,0
773,6,ANNISTON,0
965,11,Acute Care Hospitals,0.62
17,11,Acute Care Hospitals,0.635
493,13,Yes,0.653
8,6,BIRMINGHAM,0
591,9,CHAMBERS,0.616
690,9,JEFFERSON,0.609
64,8,35957,0
533,2,BAPTIST MEDICAL CENTER SOUTH,0.634
333,8,36305,0
903,11,Acute Care Hospitals,0.601
923,7,AL,0.61
753,9,COVINGTON,0.622
411,13,Yes,0.62
219,12,Voluntary non-profit - Private,0.654
927,11,Acute Care Hospitals,0.638
528,9,MONTGOMERY,0.641
822,6,GADSDEN,0
503,9,CHEROKEE,0.592
326,8,36201,0
711,8,36078,0
573,10,3347561400,0.607
589,11,Acute Care Hospitals,0.616
319,13,Yes,0.638
248,10,3346366221,0.622
217,9,JEFFERSON,0.609
32,12,Government - Hospital District or Authority,0.594
472,10,3347742601,0.645
102,10,3344933541,0.604
628,1,10029,0.624
140,8,36049,0
233,8,35968,0
94,6,FLORENCE,0
691,6,BIRMINGHAM,0
934,1,10047,0.619
181,6,GUNTERSVILLE,0
778,2,HUNTSVILLE HOSPITAL,0.644
609,1,10027,0.635
816,8,35903,0
731,2,CULLMAN REGIONAL MEDICAL CENTER,0.637
696,11,Acute Care Hospitals,0.643
922,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.605
711,2,COMMUNITY HOSPITAL INC,0.642
896,9,FAYETTE,0.655
667,10,2059344011,0.638
132,2,CRENSHAW COMMUNITY HOSPITAL,0.631
328,13,Yes,0.652
500,8,35960,0
518,6,MONTGOMERY,0
635,11,Acute Care Hospitals,0.616
28,12,Government - Hospital District or Authority,0.618
284,8,35007,0
160,12,Proprietary,0.64
449,2,ALASKA REGIONAL HOSPITAL,0.625
239,12,Voluntary non-profit - Church,0.643
343,10,3347935000,0.602
798,13,Yes,0.648
856,6,HAMILTON,0
878,11,Acute Care Hospitals,0.641
498,11,Acute Care Hospitals,0.631
141,7,AL,0.655
