ind,attr,val,expectation
338,2,FLOWERS HOSPITAL,0.626
25,10,3347938701,0.632
61,10,2565938310,0.625
956,1,10049,0.625
229,10,2568453150,0.636
591,6,VALLEY,0
80,6,FLORENCE,0
725,1,10035,0.611
873,12,Voluntary non-profit - Private,0.64
702,7,AL,0.612
40,11,Acute Care Hospitals,0.613
884,10,2059325966,0.653
409,1,10108,0.622
421,8,35150,0
390,13,Yes,0.615
640,1,10029,0.628
751,8,36420,0
25,13,Yes,0.61
562,10,3342938000,0.614
457,9,JEFFERSON,0.597
815,11,Acute Care Hospitals,0.633
545,8,36106,0
573,12,Voluntary non-profit - Other,0.628
274,1,10016,0.616
71,8,35631,0
347,9,HOUSTON,0.623
533,11,Acute Care Hospitals,0.618
794,1,10039,0.631
84,7,AL,0.629
522,13,Yes,0.572
197,8,35235,0
594,10,3348972257,0.644
785,12,Government - Hospital District or Authority,0.612
11,6,SHEFFIELD,0
986,6,ONEONTA,0
977,11,Acute Care Hospitals,0.63
944,9,BUTLER,0.621
386,2,UNIV OF SOUTH ALABAMA MEDICAL CENTER,0.609
756,1,10036,0.632
279,7,AL,0.625
517,10,3342882100,0.639
382,10,2514717110,0.627
969,6,ENTERPRISE,0
810,13,Yes,0.626
579,9,CHAMBERS,0.597
368,6,WINFIELD,0
172,2,MARSHALL MEDICAL CENTER NORTH,0.623
825,10,2564944000,0.623
315,1,10038,0.631
385,2,UNIV OF SOUTH ALABAMA MEDICAL CENTER,0.605
491,11,Acute Care Hospitals,0.616
673,9,JEFFERSON,0.619
780,11,Acute Care Hospitals,0.61
208,6,BIRMINGHAM,0
773,6,ANNISTON,0
965,11,Acute Care Hospitals,0.643
17,11,Acute Care Hospitals,0.619
493,13,Yes,0.619
8,6,BIRMINGHAM,0
591,9,CHAMBERS,0.62
690,9,JEFFERSON,0.64
64,8,35957,0
533,2,BAPTIST MEDICAL CENTER SOUTH,0.626
333,8,36305,0
903,11,Acute Care Hospitals,0.612
923,7,AL,0.592
753,9,COVINGTON,0.616
219,12,Voluntary non-profit - Private,0.63
411,13,Yes,0.638
528,9,MONTGOMERY,0.615
927,11,Acute Care Hospitals,0.622
822,6,GADSDEN,0
